StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q2_8_TEXT,Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_27,Q7_14,Q7_15,Q7_16,Q7_18,Q7_26,Q7_19,Q7_29,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11,Q12,Q12_6_TEXT,Q13,Q14,Q14_3_TEXT,Q15_1_x,Q15_1_y,Q17,Q18,Q18_8_TEXT,Q26,Q26_4_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q24_7_TEXT
2022-03-29 11:08:34,2022-03-29 11:12:11,IP Address,100,216,True,2022-03-29 11:12:11,R_1didJRrIquub4bk,qr,EN,Walk,,09:00,10:00,Yes,"Parking availabliity,Cost,Convenience,Distance,Exercise",1,2,4,,,,,3,,5,,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2394,2325,"North Ogden, UT","Drive alone or with siblings,Carpool with peers",,Female,,No,No,Fine Arts and Communications,,"Yes, on campus",Bachelor's degree,
2022-03-29 11:09:34,2022-03-29 11:12:29,IP Address,100,175,True,2022-03-29 11:12:30,R_1esGC6O2lCRQvom,qr,EN,Walk,,09:00,17:00,No,"Cost,Weather,Distance,Health,Exercise",,1,,,,5,,2,3,4,,,,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2372,2166,Philippines,Motorcycle or similar,,Female,,No,No,Engineering,,"Yes, on campus",Associate's degree,
2022-03-29 11:11:08,2022-03-29 11:12:54,IP Address,100,106,True,2022-03-29 11:12:54,R_Z2KkoHxe8bswtHP,qr,EN,Walk,,,15:30,Yes,"Parking availabliity,Health,Exercise,Personal preference,Environmental concerns",1,,,,,,,,2,3,4,,,5,,Freshman,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On-campus housing,Heritage Halls,,,,,,,Bountiful Utah,Drive alone or with siblings,,Female,,No,No,Business,,"Yes, off campus",Doctorate or professional degree,
2022-03-29 11:11:28,2022-03-29 11:14:02,IP Address,100,154,True,2022-03-29 11:14:02,R_6zfOSbGhIs8rnH3,qr,EN,Drive alone,,11:00,18:01,Yes,"Parking availabliity,Convenience,Weather,Distance,Personal preference",5,,1,,,4,,2,,,3,,,,,Graduate student,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,,,"Casper Wyoming ",Drive alone or with siblings,,Female,,No,"Yes, 1","Family, Home, and Social Sciences",,"Yes, on campus",Some college,
2022-03-29 11:08:50,2022-03-29 11:14:13,IP Address,100,323,True,2022-03-29 11:14:14,R_1F2paBeRF7ErKDX,qr,EN,The Ryde shuttle bus,,08:40,18:00,Yes,"Parking availabliity,Cost,Convenience,Health,Personal preference",2,3,1,,,,,,4,,5,,,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2841,2365,"Kaysville, UT, USA","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",,Female,,No,No,"Family, Home, and Social Sciences",,"Yes, on campus",Bachelor's degree,
2022-03-29 11:11:20,2022-03-29 11:14:16,IP Address,100,176,True,2022-03-29 11:14:17,R_RJ2F6UvxVchXWkV,qr,EN,Drive alone,,09:42,15:11,Yes,"Convenience,Distance,Travel Time",,,2,,,,,3,,,,,1,,,Graduate student,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,2829,3234,"West Valley City, Ut, USA","Drive alone or with siblings,Dropped off by parent or guardian",,Female,,Yes,"Yes, more than 1",Education,,"Yes, on campus",No college/post-secondary education,
2022-03-29 11:08:45,2022-03-29 11:14:17,IP Address,100,332,True,2022-03-29 11:14:17,R_3KrzY3ZdDAuieiU,qr,EN,The Ryde shuttle bus,,08:48,22:09,No,"Cost,Convenience,Safety,Flexibility,Distance",,1,2,5,,,3,4,,,,,,,,Senior,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2758,2354,"Washougal, Washington, USA","Drive alone or with siblings,Dropped off by parent or guardian,School bus",,Female,,No,No,Life Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-29 11:12:08,2022-03-29 11:16:03,IP Address,100,235,True,2022-03-29 11:16:04,R_3sAdBuvClym5Eua,qr,EN,Walk,,07:30,08:00,No,"Cost,Convenience,Flexibility,Personal preference,Mode availabililty",,1,2,,,,3,,,,4,5,,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off-campus BYU-contracted housing,,,,Provo,,2176,1990,"Lexington, Ky, us","Carpool with peers,School bus",,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Associate's degree,
2022-03-29 11:07:53,2022-03-29 11:16:25,IP Address,100,511,True,2022-03-29 11:16:26,R_1QFVR1V4ZDzgh78,qr,EN,Drive alone,,08:45,17:30,Yes,Personal preference,,,,,,,,,,,,,,,,Senior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Other (specify):,,,,"Edinburgh, IN ","Dropped off by parent or guardian,School bus",,Female,,Yes,No,"Family, Home, and Social Sciences",,No,Bachelor's degree,
2022-03-29 11:05:02,2022-03-29 11:17:06,IP Address,100,723,True,2022-03-29 11:17:06,R_e4YOgkF1URyaylz,qr,EN,Walk,,08:00,17:00,Yes,"Parking availabliity,Cost",1,2,,,,,,,,,,,,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2433,2236,"Middleton, Idaho, US",Drive alone or with siblings,,Female,,No,No,Nursing,,"Yes, on campus",Master's degree,
2022-03-29 11:14:44,2022-03-29 11:17:30,IP Address,100,165,True,2022-03-29 11:17:30,R_tDGQmwW9zAKFUxX,qr,EN,"Bicycle, scooter, skateboard, etc.",,08:00,07:55,Yes,"Parking availabliity,Cost,Exercise,Personal preference,Travel Time",2,3,,,,,,,,4,5,,1,,,Junior,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1857,2319,"Bountiful, Utah, US",Drive alone or with siblings,,Male,,Yes,No,Business,,"Yes, off campus",Master's degree,
2022-03-29 11:15:09,2022-03-29 11:17:32,IP Address,100,143,True,2022-03-29 11:17:33,R_235Zab1cuvX298t,qr,EN,"Bicycle, scooter, skateboard, etc.",,08:00,14:00,Yes,"Parking availabliity,Convenience,Distance,Exercise,Travel Time",2,,3,,,,,4,,1,,,5,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1641,1526,"Bountiful, utah, usa",Drive alone or with siblings,,Female,,Yes,No,"Family, Home, and Social Sciences",,"Yes, off campus",Bachelor's degree,
2022-03-29 11:15:08,2022-03-29 11:18:22,IP Address,100,194,True,2022-03-29 11:18:23,R_eQjjSMhzXcWYS8F,qr,EN,Drive alone,,09:00,11:30,Yes,"Convenience,Safety,Privacy,Distance,Travel Time",,,1,2,4,,,3,,,,,5,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Orem,,,,Peru,"Carpool with peers,School bus",,Female,,Yes,"Yes, 1","Family, Home, and Social Sciences",,No,Master's degree,
2022-03-29 11:15:23,2022-03-29 11:18:53,IP Address,100,210,True,2022-03-29 11:18:54,R_C2fGtydis9Ne0Rr,qr,EN,Carpool,,09:35,13:30,Yes,"Parking availabliity,Cost,Convenience,Weather,Distance",3,5,1,,,4,,2,,,,,,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,1438,2236,"Draper, Utah, usa",Walk,,Male,,No,No,Physical and Mathematical Sciences,,"Yes, off campus",Master's degree,
2022-03-28 10:55:13,2022-03-29 11:19:08,IP Address,100,87835,True,2022-03-29 11:19:08,R_3holg3ElPXwOWFp,qr,EN,Walk,,11:15,11:05,Yes,"Parking availabliity,Cost,Convenience",3,1,2,,,,,,,,,,,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2344,2394,Utah,Drive alone or with siblings,,Female,,No,No,Education,,"Yes, on campus",Master's degree,
2022-03-29 11:16:12,2022-03-29 11:19:14,IP Address,100,182,True,2022-03-29 11:19:15,R_3OjktswEnd4doTW,qr,EN,Drive alone,,09:20,06:00,Yes,"Convenience,Travel Time",,,1,,,,,,,,,,2,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1588,1791,"Ecuador ",School bus,,Male,,No,No,Business,,"Yes, on campus",Doctorate or professional degree,
2022-03-29 11:16:27,2022-03-29 11:19:47,IP Address,100,199,True,2022-03-29 11:19:47,R_32ILDbdplgoN9GD,qr,EN,Walk,,09:00,19:00,Yes,"Parking availabliity,Cost,Flexibility",2,1,,,,,3,,,,,,,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2522,2650,Enterprise Utah,Drive alone or with siblings,,Female,,No,No,Business,,"Yes, on campus",Master's degree,
2022-03-29 11:18:38,2022-03-29 11:21:09,IP Address,100,150,True,2022-03-29 11:21:09,R_3qH6aiYpK9FuLxT,qr,EN,The Ryde shuttle bus,,08:00,15:30,Yes,"Cost,Convenience",,2,1,,,,,,,,,,,,,Graduate student,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1641,1208,"Houston, Texas, USA",Drive alone or with siblings,,Male,,Yes,No,Humanities,,"Yes, on campus",Bachelor's degree,
2022-03-29 11:16:42,2022-03-29 11:21:55,IP Address,100,312,True,2022-03-29 11:21:55,R_2wpNKOm7w1qFMJI,qr,EN,UTA Transit (incl. UVX Bus),,07:45,15:17,Yes,"Parking availabliity,Cost,Convenience,Distance,Mode availabililty",1,5,3,,,,,2,,,,4,,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2014,2235,"Orem, ut, USA","Dropped off by parent or guardian,Bicycle, scooter, skateboard, etc.",,Male,,No,No,Business,,"Yes, on campus",Master's degree,
2022-03-29 11:20:16,2022-03-29 11:22:26,IP Address,100,129,True,2022-03-29 11:22:26,R_1H2HIVP28tCGhu5,qr,EN,The Ryde shuttle bus,,08:50,03:20,Yes,"Convenience,Distance,Travel Time",,,1,,,,,3,,,,,2,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2785,1375,Caldwell Idaho USA,"Drive alone or with siblings,Walk",,Female,,Yes,No,Humanities,,"Yes, on campus",Bachelor's degree,
2022-03-29 11:22:34,2022-03-29 11:24:47,IP Address,100,133,True,2022-03-29 11:24:48,R_2DP84LrUvtznnVP,qr,EN,Motorcycle or similar,,09:00,18:22,Yes,"Parking availabliity,Cost,Convenience,Weather,Environmental concerns",2,1,4,,,5,,,,,,,,3,,Graduate student,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2433,2798,"Draper, Utah ","Drive alone or with siblings,School bus",,Male,,No,No,Law,,No,Bachelor's degree,
2022-03-29 11:21:58,2022-03-29 11:24:53,IP Address,100,174,True,2022-03-29 11:24:53,R_3ly6txX6AKFkN3K,qr,EN,UTA Transit (incl. UVX Bus),,11:00,17:00,Yes,"Cost,Convenience,Distance,Personal preference,Environmental concerns",,3,5,,,,,1,,,4,,,2,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Orem,,,,Whittier CA USA,Drive alone or with siblings,,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-29 11:22:25,2022-03-29 11:27:08,IP Address,100,283,True,2022-03-29 11:27:09,R_brxxr6pdblid985,qr,EN,Drive alone,,08:00,23:00,Yes,"Convenience,Mode availabililty",,,2,,,,,,,,,1,,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Orem,,,,"Orem, Utah, US",Drive alone or with siblings,,Male,,No,No,Engineering,,"Yes, on campus",Master's degree,
2022-03-29 11:29:29,2022-03-29 11:33:14,IP Address,100,224,True,2022-03-29 11:33:14,R_3MGT8GJaZGRsdI4,qr,EN,The Ryde shuttle bus,,09:48,18:00,No,"Convenience,Weather,Distance,Mode availabililty",,,1,,,4,,2,,,,3,,,,Freshman,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2777,2413,"Allentown, Pennsylvania, United States ","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,School bus",,Female,,No,No,Life Sciences,,No,Master's degree,
2022-03-29 11:31:47,2022-03-29 11:36:06,IP Address,100,259,True,2022-03-29 11:36:06,R_OfgympBMGjpC5bP,qr,EN,Walk,,08:00,17:32,Yes,"Parking availabliity,Cost,Convenience,Distance",2,3,4,,,,,1,,,,,,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,,,"Venice, Utah, USA","Drive alone or with siblings,School bus",,Female,,No,No,Physical and Mathematical Sciences,,"Yes, both on and off campus",Some college,
2022-03-29 11:31:57,2022-03-29 11:36:35,IP Address,100,278,True,2022-03-29 11:36:36,R_22Jn3lTqt99ujiy,qr,EN,Drive alone,,09:15,17:00,Yes,"Distance,Mode availabililty,Travel Time",,,,,,,,1,,,,3,2,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Other (specify):,South Jordan,,,Coalville Utah,"Drive alone or with siblings,School bus",,Female,,Yes,No,Education,,"Yes, on campus",No college/post-secondary education,
2022-03-29 11:34:17,2022-03-29 11:41:04,IP Address,100,406,True,2022-03-29 11:41:04,R_3hs9MN375kWznPJ,qr,EN,Walk,,08:38,17:00,Yes,"Parking availabliity,Cost,Health,Exercise,Mode availabililty",4,1,,,,,,,3,2,,5,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,1994,1941,"Meeker, Colorado, United States","Carpool with peers,Walk",,Female,,No,No,"Family, Home, and Social Sciences",,"Yes, on campus",Trade school,
2022-03-29 11:42:54,2022-03-29 11:45:53,IP Address,100,179,True,2022-03-29 11:45:53,R_1i8wjlXFRrqiyYi,qr,EN,The Ryde shuttle bus,,07:50,17:00,Yes,"Parking availabliity,Cost,Convenience",3,1,2,,,,,,,,,,,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Wymount Terrace,,,,,,,"Folsom, California, USA",Drive alone or with siblings,,Male,,Yes,No,Physical and Mathematical Sciences,,"Yes, both on and off campus",Master's degree,
2022-03-29 11:36:42,2022-03-29 11:48:12,IP Address,100,690,True,2022-03-29 11:48:13,R_1iasuqWrznpF1gT,qr,EN,The Ryde shuttle bus,,09:51,17:45,Yes,"Convenience,Distance,Mode availabililty,Travel Time",,,1,,,,,4,,,,2,3,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2847,2453,"Pleasant Grove, Utah, USA","Drive alone or with siblings,Carpool with peers,Walk",,Male,,No,No,Fine Arts and Communications,,"Yes, off campus",Doctorate or professional degree,
2022-03-29 11:45:45,2022-03-29 11:51:27,IP Address,100,341,True,2022-03-29 11:51:28,R_2YG6wOKZswRIYo7,qr,EN,Walk,,11:11,16:00,Yes,"Cost,Convenience,Distance,Exercise,Environmental concerns",,5,1,,,,,4,,2,,,,3,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"poway, ca","Drive alone or with siblings,Dropped off by parent or guardian,Walk",,Female,,No,No,Education,,No,Doctorate or professional degree,
2022-03-29 11:49:38,2022-03-29 11:52:28,IP Address,100,170,True,2022-03-29 11:52:29,R_1rk6cVAGNqbKtgv,qr,EN,The Ryde shuttle bus,,11:00,18:00,Yes,"Parking availabliity,Convenience,Personal preference,Travel Time",3,,2,,,,,,,,1,,4,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Foreign Language Student Residence (FLSR),,,,,,,"Wisconsin, USA",Dropped off by parent or guardian,,Female,,No,No,Humanities,,No,Doctorate or professional degree,
2022-03-29 11:45:52,2022-03-29 11:53:08,IP Address,100,436,True,2022-03-29 11:53:08,R_3lxiKrSSZE5hNkf,qr,EN,Walk,,07:50,14:20,No,"Cost,Convenience,Exercise,Mode availabililty,Environmental concerns",,4,1,,,,,,,2,,3,,5,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2867,2138,Poway CA,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",,Female,,No,No,"Family, Home, and Social Sciences",,"Yes, on campus",Master's degree,
2022-03-29 11:48:41,2022-03-29 11:53:20,IP Address,100,279,True,2022-03-29 11:53:20,R_6KbbPlw4F91mGGt,qr,EN,The Ryde shuttle bus,,08:50,13:00,Yes,"Parking availabliity,Cost,Convenience",1,2,3,,,,,,,,,,,,,Junior,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,On-campus housing,Wyview Park,,,,,,,Lake George NY,"Dropped off by parent or guardian,School bus",,Male,,No,No,Other/Undeclared,,"Yes, on campus",Bachelor's degree,
2022-03-29 11:50:27,2022-03-29 11:54:21,IP Address,100,234,True,2022-03-29 11:54:22,R_2SeOCF5s7Ij8JGL,qr,EN,Walk,,09:30,07:00,No,"Convenience,Distance,Personal preference,Mode availabililty,Travel Time",,,1,,,,,2,,,5,3,4,,,Freshman,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On-campus housing,Heritage Halls,,,,,,,"Farmington, Utah, USA","Drive alone or with siblings,Dropped off by parent or guardian",,Female,,No,No,Other/Undeclared,,"Yes, on campus",Doctorate or professional degree,
2022-03-29 11:51:44,2022-03-29 11:54:26,IP Address,100,162,True,2022-03-29 11:54:27,R_2q7y5bIcHVdcY85,qr,EN,Dropped off by someone else,,09:00,17:00,No,"Cost,Convenience,Distance",,1,3,,,,,2,,,,,,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off-campus BYU-contracted housing,,,,Other (specify):,Alpine,,,Alpine UT,"Drive alone or with siblings,Dropped off by parent or guardian,School bus",,Female,,No,No,Education,,"Yes, on campus",Associate's degree,
2022-03-29 11:53:40,2022-03-29 11:55:41,IP Address,100,120,True,2022-03-29 11:55:41,R_1E5OT0K6oO7tNgp,qr,EN,Walk,,08:30,18:00,Yes,"Parking availabliity,Convenience,Distance",1,,2,,,,,3,,,,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1641,1571,Powder springs GA,Drive alone or with siblings,,Male,,No,No,Business,,"Yes, off campus",No college/post-secondary education,
2022-03-29 11:52:36,2022-03-29 11:55:59,IP Address,100,202,True,2022-03-29 11:55:59,R_cMga0B1WpvRycaR,qr,EN,Walk,,09:20,16:13,Yes,"Distance,Travel Time",,,,,,,,2,,,,,1,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Other (specify):,Off campus sorry,,,,,,"Cedar hills ut ",Drive alone or with siblings,,Male,,No,No,Business,,No,Master's degree,
2022-03-29 11:48:07,2022-03-29 11:56:46,IP Address,100,518,True,2022-03-29 11:56:46,R_3KqBOsuomykkGbm,qr,EN,Carpool,,07:30,17:15,Yes,"Cost,Convenience,Distance,Mode availabililty",,4,2,,,,,3,,,,1,,,,Freshman,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Other (specify):,Lehi,,,Lehi utah usa,"Drive alone or with siblings,Dropped off by parent or guardian",,Prefer not to say,,Yes,No,Other/Undeclared,,"Yes, on campus",Master's degree,
2022-03-29 11:51:48,2022-03-29 11:58:41,IP Address,100,412,True,2022-03-29 11:58:41,R_2ccuqzPqhMVNGcc,qr,EN,Drive alone,,09:30,17:00,Yes,"Parking availabliity,Convenience,Distance,Personal preference,Travel Time",2,,1,,,,,3,,,4,,5,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2179,2497,"Fishersville, VA, USA",Drive alone or with siblings,,Male,,Yes,No,Life Sciences,,"Yes, on campus",Master's degree,
2022-03-29 11:57:11,2022-03-29 11:59:04,IP Address,100,112,True,2022-03-29 11:59:05,R_24oQuoT2Coxgq2O,qr,EN,Walk,,09:00,22:00,No,Distance,,,,,,,,,,,,,,,,Freshman,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,California,"Drive alone or with siblings,Dropped off by parent or guardian",,Female,,No,No,Life Sciences,,No,Master's degree,
2022-03-29 11:57:12,2022-03-29 11:59:11,IP Address,100,119,True,2022-03-29 11:59:12,R_28Z1lmAJRclUA3l,qr,EN,Walk,,09:15,16:20,No,"Convenience,Distance",,,1,,,,,2,,,,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,,,,,,,,Physical and Mathematical Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-29 11:58:01,2022-03-29 12:00:18,IP Address,100,136,True,2022-03-29 12:00:18,R_1KkGihDFWW33eWI,qr,EN,Walk,,08:00,17:00,No,Convenience,,,,,,,,,,,,,,,,Freshman,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,Boise ID,Drive alone or with siblings,,Male,,No,No,"Family, Home, and Social Sciences",,No,Trade school,
2022-03-29 11:58:50,2022-03-29 12:01:06,IP Address,100,135,True,2022-03-29 12:01:06,R_2slTXEjEPyGoziF,qr,EN,Walk,,10:59,11:45,Yes,Distance,,,,,,,,,,,,,,,,Freshman,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2413,2279,Texas,Drive alone or with siblings,,Male,,No,No,Business,,"Yes, off campus",Bachelor's degree,
2022-03-29 11:59:51,2022-03-29 12:01:19,IP Address,100,87,True,2022-03-29 12:01:19,R_3irMIpXYxwPNh9f,qr,EN,Walk,,12:00,13:00,Yes,"Parking availabliity,Health",1,,,,,,,,2,,,,,,,Sophomore,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,On-campus housing,Helaman Halls,,,,,,,Djs,Drive alone or with siblings,,Non-binary / third gender,,No,"Yes, 1",Engineering,,,Bachelor's degree,
2022-03-29 11:56:08,2022-03-29 12:01:56,IP Address,100,348,True,2022-03-29 12:01:56,R_1QhezCeweCIamGo,qr,EN,Walk,,08:00,17:00,Yes,"Parking availabliity,Cost,Distance,Exercise,Environmental concerns",2,1,,,,,,4,,5,,,,3,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2341,2465,"San Diego, CA, USA","Dropped off by parent or guardian,Walk",,Female,,No,No,Life Sciences,,"Yes, on campus",Doctorate or professional degree,
2022-03-29 12:03:28,2022-03-29 12:06:24,IP Address,100,176,True,2022-03-29 12:06:25,R_dne4I6bt5QOb6q5,qr,EN,Motorcycle or similar,,10:00,16:00,Yes,"Parking availabliity,Cost,Convenience,Flexibility",1,3,2,,,,4,,,,,,,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1678,1433,"Salt Lake City, Utah","Drive alone or with siblings,Motorcycle or similar",,Male,,No,No,Engineering,,No,Master's degree,
2022-03-29 11:51:46,2022-03-29 12:06:57,IP Address,100,910,True,2022-03-29 12:06:57,R_psBN9o9zVRIjwjf,qr,EN,Walk,,09:30,17:15,Yes,"Parking availabliity,Cost,Convenience,Flexibility,Travel Time",1,2,3,,,,4,,,,,,5,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2400,2241,"Olympia, Washington ","Drive alone or with siblings,School bus",,Female,,No,No,Education,,"Yes, on campus",Bachelor's degree,
